Wavelength (nm) - Plot 0,Amplitude - Plot 0,Wavelength (nm) - Plot 1,Amplitude - Plot 1
1482.410063,6.121512,,
1482.41507,5.995871,,
1482.420077,6.254388,,
1482.425084,6.30471,,
1482.430043,6.669135,,
1482.43505,6.126445,,
1482.440057,6.726035,,
1482.445064,5.891609,,
1482.450071,6.238601,,
1482.455078,6.186634,,
1482.460085,6.442849,,
1482.465044,6.436271,,
1482.470051,6.917457,,
1482.475058,6.55073,,
1482.480065,5.915619,,
1482.485072,6.064283,,
1482.490079,5.460091,,
1482.495086,6.833916,,
1482.500045,6.242877,,
1482.505052,6.738205,,
1482.510059,6.296817,,
1482.515066,6.533627,,
1482.520073,5.319979,,
1482.52508,6.164598,,
1482.530087,5.520608,,
1482.535046,6.844441,,
1482.540053,5.911343,,
1482.54506,6.284318,,
1482.550067,5.804121,,
1482.555074,5.721567,,
1482.560081,6.680647,,
1482.565088,6.158349,,
1482.570047,6.550072,,
1482.575054,6.346152,,
1482.580061,5.5979,,
1482.585068,6.349441,,
1482.590075,5.961007,,
1482.595082,6.740836,,
1482.600089,5.573233,,
1482.605048,6.306684,,
1482.610055,6.323458,,
1482.615062,5.625857,,
1482.620069,5.528173,,
1482.625076,5.82846,,
1482.630083,6.511261,,
1482.63509,6.103751,,
1482.640049,5.363394,,
1482.645056,5.51403,,
1482.650063,5.405164,,
1482.65507,6.609932,,
1482.660077,5.393982,,
1482.665084,6.197159,,
1482.670091,5.334122,,
1482.67505,6.022183,,
1482.680057,6.097502,,
1482.685064,5.792281,,
1482.690071,5.421938,,
1482.695078,6.703341,,
1482.700085,5.578166,,
1482.705092,5.373261,,
1482.710051,5.579811,,
1482.715058,6.606972,,
1482.720065,5.494296,,
1482.725072,6.322471,,
1482.730079,6.299119,,
1482.735086,6.296159,,
1482.740093,5.800832,,
1482.745052,6.043233,,
1482.750059,6.142232,,
1482.755066,5.572904,,
1482.760073,5.940287,,
1482.76508,5.526529,,
1482.770087,5.786689,,
1482.775094,5.525871,,
1482.780053,5.318663,,
1482.78506,6.540534,,
1482.790067,6.104409,,
1482.795074,5.37655,,
1482.800081,6.847072,,
1482.805088,6.183674,,
1482.810095,5.788992,,
1482.815054,5.214402,,
1482.820061,5.96923,,
1482.825068,5.925815,,
1482.830075,6.358979,,
1482.835082,6.665517,,
1482.840089,6.629995,,
1482.845096,5.845892,,
1482.850103,6.795434,,
1482.855062,5.931735,,
1482.860069,6.77866,,
1482.865076,6.370491,,
1482.870083,6.084346,,
1482.87509,5.625199,,
1482.880097,6.834573,,
1482.885104,6.441863,,
1482.890063,5.274262,,
1482.89507,6.33464,,
1482.900077,5.264724,,
1482.905084,6.258006,,
1482.910091,7.059544,,
1482.915098,6.099804,,
1482.920105,6.408315,,
1482.925064,6.530667,,
1482.930071,5.69065,,
1482.935078,5.675521,,
1482.940085,5.956074,,
1482.945092,5.997844,,
1482.950099,6.802341,,
1482.955106,6.465544,,
1482.960065,6.21492,,
1482.965072,6.849703,,
1482.970079,5.460091,,
1482.975086,6.086648,,
1482.980093,6.039944,,
1482.9851,5.574548,,
1482.990107,6.151113,,
1482.995066,6.129076,,
1483.000073,6.722417,,
1483.00508,6.854637,,
1483.010087,6.34089,,
1483.015094,6.521786,,
1483.020101,6.216564,,
1483.025108,5.647893,,
1483.030067,6.073163,,
1483.035074,6.027446,,
1483.040081,6.654992,,
1483.045088,5.872204,,
1483.050095,5.622897,,
1483.055102,6.820102,,
1483.060109,6.082701,,
1483.065069,5.318006,,
1483.070075,5.256172,,
1483.075082,6.09816,,
1483.080089,6.077439,,
1483.085096,6.644467,,
1483.090103,5.880755,,
1483.09511,5.175921,,
1483.10007,6.324115,,
1483.105076,6.592829,,
1483.110083,5.861679,,
1483.11509,5.693939,,
1483.120097,6.450743,,
1483.125104,6.440547,,
1483.130111,6.044877,,
1483.135071,5.767284,,
1483.140077,5.443646,,
1483.145084,6.096844,,
1483.150091,6.742809,,
1483.155098,6.939494,,
1483.160105,6.137628,,
1483.165112,5.630461,,
1483.170072,5.564023,,
1483.175079,6.052113,,
1483.180085,5.388719,,
1483.185092,5.732092,,
1483.190099,6.519155,,
1483.195106,6.185319,,
1483.200113,6.177754,,
1483.205073,5.812015,,
1483.21008,6.528693,,
1483.215086,5.583757,,
1483.220093,6.851676,,
1483.2251,6.244192,,
1483.230107,6.993763,,
1483.235114,5.691637,,
1483.240074,5.904765,,
1483.245081,5.871875,,
1483.250088,5.905423,,
1483.255094,5.448908,,
1483.260101,5.842274,,
1483.265108,6.548098,,
1483.270115,6.641178,,
1483.275075,6.08599,,
1483.280082,6.929298,,
1483.285089,5.815633,,
1483.290095,5.748866,,
1483.295102,6.390883,,
1483.300109,6.366873,,
1483.305116,6.46061,,
1483.310076,5.927788,,
1483.315083,5.739985,,
1483.32009,6.520142,,
1483.325096,6.155717,,
1483.330103,7.050006,,
1483.33511,5.851483,,
1483.340117,5.521595,,
1483.345077,6.321813,,
1483.350084,5.856088,,
1483.355091,5.563366,,
1483.360098,6.638876,,
1483.365104,6.296817,,
1483.370111,6.154402,,
1483.375118,6.993434,,
1483.380078,5.881084,,
1483.385085,6.896736,,
1483.390092,5.57093,,
1483.395099,5.679468,,
1483.400105,6.649072,,
1483.405112,5.52916,,
1483.410119,5.403191,,
1483.415079,5.501203,,
1483.420086,6.594474,,
1483.425093,5.942918,,
1483.4301,5.746563,,
1483.435106,5.345633,,
1483.440113,5.601847,,
1483.44512,6.619799,,
1483.45008,5.186445,,
1483.455087,6.59875,,
1483.460094,6.095857,,
1483.465101,6.774713,,
1483.470108,5.345304,,
1483.475114,5.541329,,
1483.480121,6.016592,,
1483.485081,6.909893,,
1483.490088,5.501532,,
1483.495095,6.227747,,
1483.500102,6.827009,,
1483.505109,6.819444,,
1483.510115,5.788334,,
1483.515122,7.201631,,
1483.520082,6.343521,,
1483.525089,5.590006,,
1483.530096,6.380358,,
1483.535103,6.853979,,
1483.54011,6.422457,,
1483.545116,5.620265,,
1483.550123,6.120525,,
1483.555083,5.952785,,
1483.56009,6.30471,,
1483.565097,6.580002,,
1483.570104,6.303066,,
1483.575111,5.230189,,
1483.580118,6.204066,,
1483.585124,7.009551,,
1483.590084,6.646769,,
1483.595091,5.557116,,
1483.600098,6.467188,,
1483.605105,6.832271,,
1483.610112,5.996529,,
1483.615119,5.917263,,
1483.620125,6.742151,,
1483.625085,6.220182,,
1483.630092,7.075002,,
1483.635099,6.482647,,
1483.640106,5.735381,,
1483.645113,5.350896,,
1483.65012,5.972848,,
1483.655127,6.144535,,
1483.660086,5.994226,,
1483.665093,5.510084,,
1483.6701,5.759062,,
1483.675107,6.457321,,
1483.680114,7.079936,,
1483.685121,5.915619,,
1483.690128,6.12184,,
1483.695087,6.276754,,
1483.700094,6.472451,,
1483.705101,6.041588,,
1483.710108,6.497776,,
1483.715115,5.287089,,
1483.720122,5.532449,,
1483.725129,6.70663,,
1483.730088,6.187292,,
1483.735095,6.025472,,
1483.740102,5.251568,,
1483.745109,6.086648,,
1483.750116,5.440357,,
1483.755123,6.927982,,
1483.76013,6.659268,,
1483.765089,6.866806,,
1483.770096,6.531982,,
1483.775103,6.996394,,
1483.78011,6.354375,,
1483.785117,7.095066,,
1483.790124,6.180385,,
1483.795131,6.800367,,
1483.80009,5.904436,,
1483.805097,6.393514,,
1483.810104,6.465873,,
1483.815111,7.120062,,
1483.820118,6.316222,,
1483.825125,5.793596,,
1483.830132,6.063954,,
1483.835091,6.127761,,
1483.840098,5.721567,,
1483.845105,6.779318,,
1483.850112,6.350099,,
1483.855119,5.855759,,
1483.860126,6.653019,,
1483.865133,6.761557,,
1483.870092,6.246494,,
1483.875099,6.474753,,
1483.880106,6.102764,,
1483.885113,7.055597,,
1483.89012,5.953772,,
1483.895127,6.287278,,
1483.900134,5.838985,,
1483.905093,7.123351,,
1483.9101,5.588691,,
1483.915107,5.975479,,
1483.920114,5.993898,,
1483.925121,7.073358,,
1483.930128,6.243205,,
1483.935135,5.506137,,
1483.940094,6.522444,,
1483.945101,6.00508,,
1483.950108,5.237425,,
1483.955115,6.115591,,
1483.960122,5.880755,,
1483.965129,6.290896,,
1483.970136,6.548756,,
1483.975095,6.318195,,
1483.980102,6.784251,,
1483.985109,6.656308,,
1483.990116,5.285115,,
1483.995123,6.413248,,
1484.00013,5.993898,,
1484.005137,6.226431,,
1484.010096,7.063491,,
1484.015103,5.612372,,
1484.02011,6.55073,,
1484.025117,6.876673,,
1484.030124,6.342863,,
1484.035131,5.934366,,
1484.040138,6.25077,,
1484.045097,6.084346,,
1484.050104,6.936863,,
1484.055111,5.866941,,
1484.060118,5.81662,,
1484.065125,7.07566,,
1484.070132,6.203079,,
1484.075139,5.394639,,
1484.080098,6.279385,,
1484.085105,5.818593,,
1484.090112,5.769587,,
1484.095119,6.288265,,
1484.100126,5.86431,,
1484.105133,6.561583,,
1484.11014,6.781291,,
1484.115099,5.414045,,
1484.120106,6.965477,,
1484.125113,5.444961,,
1484.13012,5.640986,,
1484.135127,5.297285,,
1484.140134,6.000804,,
1484.145141,6.204724,,
1484.1501,5.959692,,
1484.155107,5.804779,,
1484.160114,6.396145,,
1484.165121,5.362078,,
1484.170128,6.479687,,
1484.175135,5.492652,,
1484.180142,5.768929,,
1484.185101,6.391869,,
1484.190108,5.671574,,
1484.195115,5.994884,,
1484.200122,5.156515,,
1484.205129,6.190252,,
1484.210136,6.587896,,
1484.215143,6.206368,,
1484.220102,5.264395,,
1484.225109,5.582771,,
1484.230116,5.84655,,
1484.235123,5.597242,,
1484.24013,6.000147,,
1484.245137,7.054282,,
1484.250144,6.966135,,
1484.255103,6.184332,,
1484.26011,5.484429,,
1484.265117,6.692158,,
1484.270124,6.359966,,
1484.275131,7.073687,,
1484.280138,6.250441,,
1484.285145,5.266039,,
1484.290104,6.069545,,
1484.295111,7.212485,,
1484.300118,6.21492,,
1484.305125,6.575726,,
1484.310132,6.590527,,
1484.315139,6.557637,,
1484.320146,5.551525,,
1484.325105,5.896872,,
1484.330112,5.545276,,
1484.335119,6.925022,,
1484.340126,6.267544,,
1484.345133,5.799188,,
1484.35014,5.416676,,
1484.355147,6.289581,,
1484.360106,5.428516,,
1484.365113,5.257488,,
1484.37012,6.126116,,
1484.375127,6.672095,,
1484.380134,7.069411,,
1484.385141,5.918579,,
1484.390148,6.277082,,
1484.395107,6.901012,,
1484.400114,6.548427,,
1484.405121,6.307341,,
1484.410128,5.75972,,
1484.415135,6.444494,,
1484.420142,7.139797,,
1484.425149,6.629338,,
1484.430156,5.972519,,
1484.435115,5.219664,,
1484.440122,5.717949,,
1484.445129,6.627693,,
1484.450136,7.208209,,
1484.455143,6.185319,,
1484.46015,6.129076,,
1484.465157,5.701833,,
1484.470116,7.268727,,
1484.475123,5.970874,,
1484.48013,7.022378,,
1484.485137,5.492981,,
1484.490144,6.118551,,
1484.495151,5.661378,,
1484.500158,6.500736,,
1484.505117,6.736889,,
1484.510124,6.691829,,
1484.515131,5.385759,,
1484.520138,6.971398,,
1484.525145,6.611906,,
1484.530152,6.3797,,
1484.535159,5.865297,,
1484.540118,6.481002,,
1484.545125,5.875164,,
1484.550132,6.661241,,
1484.555139,5.720909,,
1484.560146,5.331162,,
1484.565153,6.051127,,
1484.57016,5.983702,,
1484.575119,6.263926,,
1484.580126,6.759254,,
1484.585133,6.13401,,
1484.59014,5.735381,,
1484.595147,7.170056,,
1484.600154,5.826815,,
1484.605161,6.338258,,
1484.61012,5.92417,,
1484.615127,7.134863,,
1484.620134,6.388909,,
1484.625141,6.347468,,
1484.630148,6.405026,,
1484.635155,6.043891,,
1484.640162,6.255046,,
1484.645121,6.162624,,
1484.650128,6.240903,,
1484.655135,6.663215,,
1484.660142,6.574082,,
1484.665149,6.744454,,
1484.670156,6.935547,,
1484.675163,5.621252,,
1484.680122,6.687225,,
1484.685129,5.37359,,
1484.690136,6.556979,,
1484.695143,5.731763,,
1484.70015,6.159006,,
1484.705157,6.794118,,
1484.710164,5.765311,,
1484.715123,6.879304,,
1484.72013,6.843454,,
1484.725137,6.620128,,
1484.730144,7.168083,,
1484.735151,6.366215,,
1484.740158,5.61303,,
1484.745165,5.760377,,
1484.750124,6.416866,,
1484.755131,6.981265,,
1484.760138,7.288133,,
1484.765145,5.967585,,
1484.770152,5.915619,,
1484.775159,6.380358,,
1484.780166,5.61599,,
1484.785125,5.678481,,
1484.790132,6.443178,,
1484.795139,6.440547,,
1484.800146,6.571779,,
1484.805153,5.490021,,
1484.81016,5.681112,,
1484.815167,6.312275,,
1484.820126,5.955745,,
1484.825133,6.374109,,
1484.83014,6.189594,,
1484.835147,5.703149,,
1484.840154,6.281687,,
1484.845161,6.395487,,
1484.850168,7.281884,,
1484.855127,6.336285,,
1484.860134,5.383786,,
1484.865141,6.73656,,
1484.870148,7.113484,,
1484.875155,6.820102,,
1484.880162,5.593624,,
1484.885169,7.112169,,
1484.890128,6.681633,,
1484.895135,6.677029,,
1484.900142,6.423115,,
1484.905149,6.752348,,
1484.910156,5.807081,,
1484.915163,5.80149,,
1484.92017,6.652361,,
1484.925129,5.81037,,
1484.930136,6.290239,,
1484.935143,5.842274,,
1484.94015,6.026459,,
1484.945157,6.323129,,
1484.950164,6.377727,,
1484.955171,6.580002,,
1484.96013,6.846085,,
1484.965137,6.618813,,
1484.970144,6.041588,,
1484.975151,7.123023,,
1484.980158,5.719922,,
1484.985165,5.900489,,
1484.990172,6.494487,,
1484.995131,6.905617,,
1485.000138,6.471464,,
1485.005145,5.66072,,
1485.010152,7.115458,,
1485.015159,5.556787,,
1485.020166,6.298132,,
1485.025173,6.6915,,
1485.030132,6.071847,,
1485.035139,6.422129,,
1485.040146,5.403849,,
1485.045153,6.300106,,
1485.05016,6.438574,,
1485.055167,6.335298,,
1485.060174,6.77274,,
1485.065133,6.988501,,
1485.07014,6.715181,,
1485.075147,5.904765,,
1485.080154,7.029285,,
1485.085161,5.730447,,
1485.090168,6.13105,,
1485.095175,6.308328,,
1485.100134,6.019552,,
1485.105141,6.483633,,
1485.110148,5.454499,,
1485.115155,6.32872,,
1485.120162,7.151966,,
1485.125169,6.33464,,
1485.130176,6.036655,,
1485.135135,6.082372,,
1485.140142,6.942783,,
1485.145149,6.616839,,
1485.150156,6.603683,,
1485.155163,5.447263,,
1485.16017,6.421471,,
1485.165177,5.41536,,
1485.170136,6.923706,,
1485.175143,6.365557,,
1485.18015,7.109866,,
1485.185157,6.91055,,
1485.190164,6.25669,,
1485.195171,6.379371,,
1485.200178,7.18683,,
1485.205137,6.696763,,
1485.210144,6.34089,,
1485.215151,6.073163,,
1485.220158,6.366215,,
1485.225165,6.294185,,
1485.230172,5.765969,,
1485.235179,7.116773,,
1485.240138,5.601189,,
1485.245145,6.153744,,
1485.250152,7.312472,,
1485.255159,6.493829,,
1485.260166,6.462913,,
1485.265173,6.875686,,
1485.27018,6.360295,,
1485.275139,5.822211,,
1485.280146,6.56257,,
1485.285153,5.413387,,
1485.29016,5.780111,,
1485.295167,6.027446,,
1485.300174,5.298272,,
1485.305181,5.986991,,
1485.31014,7.215445,,
1485.315147,6.301092,,
