Wavelength (nm) - Plot 0,Amplitude - Plot 0,Wavelength (nm) - Plot 1,Amplitude - Plot 1
1484.445129,3.459069,,
1484.450136,2.926914,,
1484.455143,2.952568,,
1484.46015,3.483408,,
1484.465109,2.81772,,
1484.470116,3.088731,,
1484.475123,2.894353,,
1484.48013,3.128528,,
1484.485137,3.196938,,
1484.490144,2.737798,,
1484.495151,3.13675,,
1484.50011,3.194636,,
1484.505117,3.088402,,
1484.510124,3.51564,,
1484.515131,2.969671,,
1484.520138,2.575981,,
1484.525145,2.986773,,
1484.530152,3.227197,,
1484.535111,3.189374,,
1484.540118,3.086429,,
1484.545125,2.693069,,
1484.550132,3.248575,,
1484.555139,3.087416,,
1484.560146,3.255153,,
1484.565153,2.825285,,
1484.570112,3.133461,,
1484.575119,2.810485,,
1484.580126,2.938096,,
1484.585133,3.077549,,
1484.59014,3.037094,,
1484.595147,3.153853,,
1484.600154,3.06538,,
1484.605113,3.310737,,
1484.61012,3.094322,,
1484.615127,3.295936,,
1484.620134,2.755559,,
1484.625141,2.731549,,
1484.630148,3.133461,,
1484.635155,2.862779,,
1484.640114,2.706224,,
1484.645121,2.767728,,
1484.650128,3.487355,,
1484.655135,2.94007,,
1484.660142,3.529782,,
1484.665149,3.034792,,
1484.670156,3.177204,,
1484.675115,3.172271,,
1484.680122,2.560852,,
1484.685129,3.041699,,
1484.690136,3.180822,,
1484.695143,2.894024,,
1484.70015,3.511035,,
1484.705157,2.755559,,
1484.710116,3.079522,,
1484.715123,3.139052,,
1484.72013,2.553945,,
1484.725137,3.023939,,
1484.730144,3.264691,,
1484.735151,2.752599,,
1484.740158,3.194307,,
1484.745117,3.45874,,
1484.750124,2.816405,,
1484.755131,3.143986,,
1484.760138,3.364676,,
1484.765145,3.478145,,
1484.770152,3.040054,,
1484.775159,3.252522,,
1484.780118,3.016374,,
1484.785125,3.061762,,
1484.790132,2.877908,,
1484.795139,3.300541,,
1484.800146,2.608542,,
1484.805153,3.511364,,
1484.81016,3.042686,,
1484.815119,3.057486,,
1484.820126,3.239037,,
1484.825133,2.628605,,
1484.83014,3.118332,,
1484.835147,3.472225,,
1484.840154,2.970328,,
1484.845161,3.227526,,
1484.85012,3.453149,,
1484.855127,3.174244,,
1484.860134,2.718065,,
1484.865141,2.738456,,
1484.870148,2.946648,,
1484.875155,3.254824,,
1484.880162,3.307448,,
1484.885121,3.205819,,
1484.890128,3.412366,,
1484.895135,3.165035,,
1484.900142,3.467621,,
1484.905149,3.120963,,
1484.910156,3.211739,,
1484.915163,2.956515,,
1484.920122,3.053539,,
1484.925129,2.912114,,
1484.930136,2.95191,,
1484.935143,2.92527,,
1484.94015,3.437362,,
1484.945157,2.723656,,
1484.950164,3.016045,,
1484.955123,2.649654,,
1484.96013,2.741416,,
1484.965137,3.152866,,
1484.970144,3.007494,,
1484.975151,3.374214,,
1484.980158,2.977235,,
1484.985165,3.337048,,
1484.990124,3.076891,,
1484.995131,3.123923,,
1485.000138,2.792395,,
1485.005145,2.699318,,
1485.010152,3.167338,,
1485.015159,3.414668,,
1485.020166,3.166351,,
1485.025125,3.199569,,
1485.030132,3.502155,,
1485.035139,3.076562,,
1485.040146,3.395263,,
1485.045153,2.966711,,
1485.05016,2.581244,,
1485.055167,3.271598,,
1485.060126,3.273571,,
1485.065133,2.910798,,
1485.07014,3.329484,,
1485.075147,3.456109,,
1485.080154,3.225552,,
1485.085161,3.527151,,
1485.090168,3.112083,,
1485.095127,3.368294,,
1485.100134,3.094322,,
1485.105141,3.396908,,
1485.110148,3.128857,,
1485.115155,2.601964,,
1485.120162,3.285412,,
1485.125169,2.730892,,
1485.130128,3.231801,,
1485.135135,3.131488,,
1485.140142,2.648339,,
1485.145149,3.19332,,
1485.150156,3.320604,,
1485.155163,3.249891,,
1485.16017,2.753914,,
1485.165129,3.137408,,
1485.170136,2.649325,,
1485.175143,3.40809,,
1485.18015,2.879882,,
1485.185157,2.785817,,
1485.190164,3.0861,,
1485.195171,2.917705,,
1485.20013,2.959146,,
1485.205137,3.101887,,
1485.210144,2.857846,,
1485.215151,2.878895,,
1485.220158,3.061104,,
1485.225165,3.262718,,
1485.230172,2.936123,,
1485.235131,2.797658,,
1485.240138,2.615778,,
1485.245145,3.128857,,
1485.250152,3.319288,,
1485.255159,3.31567,,
1485.260166,3.091362,,
1485.265173,2.820352,,
1485.270132,3.078207,,
1485.275139,2.855543,,
1485.280146,2.980524,,
1485.285153,3.274887,,
1485.29016,3.066695,,
1485.295167,2.873633,,
1485.300174,2.6957,,
1485.305134,2.629592,,
1485.31014,3.136092,,
1485.315147,2.656561,,
